p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	2.49087899374552	0.754	0.193	0	c9	TNFRSF18
0	1.42178985380313	0.717	0.312	0	c9	TRAF1
0	1.98916508937236	0.475	0.142	0	c9	PDLIM4
0	1.78072921470647	0.418	0.123	0	c9	XCL1
0	1.38719219087695	0.452	0.163	0	c9	CDK6
0	2.89309254839835	0.33	0.05	0	c9	GNG4
0	1.89904995448951	0.385	0.112	0	c9	BCL2L1
0	2.50691694067811	0.321	0.059	0	c9	FNDC9
0	1.45577231502319	0.378	0.12	0	c9	KCNN4
0	1.0617247147816	0.924	0.671	0	c9	PKM
0	0.932153702980425	0.959	0.716	0	c9	GPX4
0	3.0243261028134	0.254	0.042	0	c9	TNFRSF4
0	2.84476376155186	0.193	0.028	0	c9	IL2RA
0	4.4644345505927	0.174	0.012	0	c9	NPW
0	2.25247698594693	0.19	0.035	0	c9	VDR
0	2.94355357685452	0.168	0.022	0	c9	AC022075.1
2.36699549761406e-302	1.25722519364587	0.527	0.212	7.93842949989802e-298	c9	NDFIP2
4.68012173486175e-300	0.609192460729317	1	0.992	1.56961922743793e-295	c9	GAPDH
1.44473564438644e-298	1.50284397500718	0.501	0.207	4.84535440414324e-294	c9	XCL2
6.26105952999674e-297	3.0825788589852	0.097	0.01	2.09983414517031e-292	c9	EBI3
8.03927673916529e-295	1.03388315531406	0.787	0.439	2.69621263278125e-290	c9	SNX9
3.74962012284469e-289	1.35051093412484	0.415	0.147	1.25754759679965e-284	c9	LAYN
5.645178483296e-282	1.21362095776865	0.514	0.208	1.89327995972781e-277	c9	IGFLR1
1.96951546832869e-274	0.958252383206763	0.835	0.515	6.60536097768076e-270	c9	C9orf16
3.89420406272396e-273	0.96205761039977	0.95	0.768	1.30603815855636e-268	c9	MT2A
2.16161391859208e-271	1.12444350044147	0.675	0.346	7.24962076017413e-267	c9	HSPB1
4.4666385293106e-271	0.538144842844435	0.999	0.991	1.49802122996019e-266	c9	RPLP0
9.44636074486355e-270	1.54739015022431	0.302	0.091	3.16812046661234e-265	c9	FURIN
6.0896295111546e-264	1.03723052242479	0.808	0.496	2.04233994545103e-259	c9	REL
1.1063851894759e-256	1.79120301388644	0.243	0.066	3.71059464846426e-252	c9	MAL
8.51283202219137e-242	0.502200911997891	0.995	0.968	2.85503360360254e-237	c9	RPSA
9.11784247942774e-223	1.38928319561582	0.276	0.087	3.05794201075048e-218	c9	NPDC1
1.66088163947922e-216	1.59214444886592	0.242	0.073	5.57026484248542e-212	c9	GADD45A
1.13794867208337e-215	0.729021286759751	0.925	0.681	3.8164522564332e-211	c9	BATF
3.53838015793466e-215	1.41337415897364	0.242	0.073	1.18670193736813e-210	c9	ZBED2
4.03469516169491e-214	0.519638917425748	0.988	0.915	1.35315606332924e-209	c9	SERF2
3.37528954576758e-206	1.38190408479455	0.241	0.073	1.13200460785953e-201	c9	AC008105.3
1.02372564486895e-205	4.28734882974631	0.05	0.004	3.43337106776148e-201	c9	CAVIN3
9.23138458862863e-204	0.881446840982768	0.537	0.245	3.09602176333427e-199	c9	TNFRSF25
4.26796899148911e-203	4.93184569909866	0.034	0.001	1.43139144036562e-198	c9	TNFRSF8
1.93468267240907e-202	1.45141475169449	0.354	0.141	6.48853874672553e-198	c9	TNFSF4
5.26234985835639e-202	2.53165917852172	0.091	0.014	1.76488689549557e-197	c9	AL606807.1
6.59771886246444e-202	2.45638277757365	0.092	0.014	2.21274295209332e-197	c9	TRABD2A
4.22855680433969e-196	0.850686264380173	0.686	0.387	1.41817338103945e-191	c9	BHLHE40
1.60079498549332e-193	0.7269434648979	0.846	0.582	5.3687462223475e-189	c9	NDUFV2
2.78984552951879e-191	0.628478452524748	0.927	0.712	9.35658393690012e-187	c9	RBPJ
7.04766180782797e-191	0.903924003200086	0.752	0.462	2.36364481710934e-186	c9	TNFRSF9
1.47414096455128e-190	0.855405248531324	0.743	0.449	4.94397396691209e-186	c9	FKBP1A
4.2616398370606e-189	0.794529982122334	0.724	0.413	1.42926876855338e-184	c9	POLR2E
4.72478153563345e-187	1.48777194388531	0.223	0.069	1.58459723142074e-182	c9	MTSS1
1.19145625288412e-186	1.72686075661661	0.266	0.094	3.99590598092275e-182	c9	NMB
9.64333898477344e-186	1.52003479256251	0.212	0.065	3.23418302871332e-181	c9	KRT86
1.69874751324511e-184	2.19618477737883	0.101	0.018	5.69725940992144e-180	c9	CCR4
1.68809468043571e-183	0.772281326549861	0.785	0.51	5.66153193924528e-179	c9	NME2
1.36436399938232e-182	0.874441656495553	0.641	0.35	4.57580398112841e-178	c9	MFSD10
3.20882789977573e-182	0.739019783502625	0.738	0.433	1.07617670102679e-177	c9	NINJ1
5.91479379518328e-182	0.677067390045251	0.958	0.84	1.98370354302857e-177	c9	MIF
3.77653015775148e-181	0.579857040955797	0.988	0.924	1.26657268430669e-176	c9	HSP90AB1
3.24332808881377e-178	2.16660932793593	0.106	0.02	1.08774737442636e-173	c9	CXXC5
1.80286847734642e-177	1.30888111060709	0.219	0.068	6.04646029932444e-173	c9	SDC4
7.96239983399509e-175	1.47613154190228	0.178	0.05	2.67042965632527e-170	c9	PHACTR2
3.53065022793978e-174	0.972475625023693	0.373	0.155	1.18410947344644e-169	c9	MDFIC
1.16400106842503e-173	0.971424508466713	0.462	0.219	3.90382678328386e-169	c9	ENTPD1
8.76369171412701e-173	1.45689158407716	0.195	0.059	2.93916692708392e-168	c9	LMCD1
1.06027018977503e-170	1.28017754518243	0.232	0.077	3.55593416246749e-166	c9	RDX
8.97000359896093e-170	0.738710451861847	0.67	0.374	3.00835980701952e-165	c9	SEC14L1
6.1600772512453e-168	1.21939087276505	0.264	0.094	2.06596670852265e-163	c9	TSPAN17
2.02562838412165e-167	0.754959732273913	0.696	0.396	6.79355247466718e-163	c9	CD63
1.60916423862883e-166	3.12710061554081	0.045	0.004	5.39681502351336e-162	c9	LINC02341
3.25454456255153e-166	1.20564819616785	0.677	0.433	1.09150915538853e-161	c9	CRTAM
3.60188423916767e-165	0.347085725961964	0.999	0.995	1.20799993613205e-160	c9	RPS2
4.54376476994531e-161	1.66778276944583	0.131	0.032	1.52388782854426e-156	c9	TRIP10
6.20036355507267e-158	0.430568492876754	0.983	0.91	2.07947792910027e-153	c9	RPL4
8.53902201751382e-158	2.06810048211149	0.098	0.019	2.86381720423378e-153	c9	LINC01588
2.7403706178604e-157	2.83520487973804	0.055	0.006	9.19065497818021e-153	c9	STAC
4.32605331998917e-153	0.267375676408984	1	1	1.45087176245797e-148	c9	EEF1A1
3.09166544897502e-151	0.80545434726613	0.426	0.196	1.03688275827724e-146	c9	ATP5MC1
5.95683631418341e-150	0.489885583221187	0.967	0.828	1.99780376305083e-145	c9	TPI1
3.443791349516e-145	2.5899686360511	0.055	0.007	1.15497874280067e-140	c9	CD160
1.93572168768777e-143	1.31048194791422	0.236	0.087	6.49202339616725e-139	c9	CD83
6.34890019610523e-143	2.41545271107393	0.068	0.011	2.12929414776977e-138	c9	BHLHE40-AS1
6.90849761228541e-143	1.10214826407927	0.246	0.092	2.31697192920828e-138	c9	BCAT1
8.25835221086822e-143	0.522311976020825	0.906	0.726	2.76968616448098e-138	c9	SEC61B
2.02597855514004e-142	2.06538778380066	0.086	0.017	6.79472687822867e-138	c9	IRF5
2.32138319647003e-140	0.845135183322277	0.427	0.207	7.78545496432119e-136	c9	MYCBP2
4.08834294703968e-140	0.811930246379368	0.829	0.654	1.37114845757817e-135	c9	CXCL13
2.31765113232658e-137	1.37276480485864	0.161	0.049	7.77293836759688e-133	c9	DOT1L
3.46915217635761e-136	0.248752997773812	1	0.999	1.16348425690681e-131	c9	RPL12
1.40013172571985e-135	1.87567994360988	0.109	0.026	4.69576178171922e-131	c9	ATP1B1
1.7593039990164e-135	0.715155079029854	0.496	0.26	5.90035375190119e-131	c9	GEM
1.81707571449735e-135	0.983919120234495	0.443	0.228	6.09410853128121e-131	c9	GRAMD1A
3.48806727168913e-135	2.61034124426486	0.054	0.007	1.1698280015791e-130	c9	NTRK1
3.68445064666945e-135	0.618774455705024	0.805	0.539	1.23569105788e-130	c9	CD82
2.31935985133447e-134	0.539312693874155	0.871	0.643	7.77866906940554e-130	c9	S100A4
2.95257307030765e-134	1.99031060524485	0.091	0.019	9.90233956319781e-130	c9	NIPAL4
3.79151278336484e-133	0.261652030051108	0.998	0.989	1.2715975572849e-128	c9	RPL15
8.58646398708253e-133	0.640926419505158	0.825	0.564	2.87972829198774e-128	c9	SYNGR2
1.03593087311688e-132	0.819458772572174	0.417	0.203	3.4743049622594e-128	c9	CXorf40B
1.95835987371626e-132	1.30518958001081	0.179	0.059	6.5679473444696e-128	c9	ARMH1
5.60665257607996e-132	1.04027066745825	0.238	0.091	1.8803591409657e-127	c9	POU2F2
1.85917304887044e-131	1.08804647443594	0.25	0.098	6.23529457130168e-127	c9	CTSH
4.85018223135021e-131	0.984491187648875	0.274	0.112	1.62665411675023e-126	c9	MIIP
2.54373048772767e-130	1.7620820965274	0.108	0.026	8.53116330974106e-126	c9	SORD
6.11916947810336e-130	1.29165849104213	0.303	0.131	2.0522470595663e-125	c9	NSMCE1
6.34852738249671e-130	0.791951692344599	0.419	0.204	2.12916911354175e-125	c9	PLPP1
5.86293117304403e-129	0.617862632343255	0.603	0.343	1.96630985681551e-124	c9	PHLDA1
7.19873490283582e-129	1.07638569089553	0.206	0.074	2.41431171171308e-124	c9	GLB1
4.69245953752647e-128	0.795373621853793	0.589	0.352	1.57375707969563e-123	c9	VCAM1
6.3581515466029e-128	1.12028188960259	0.209	0.076	2.13239686569968e-123	c9	RFX2
