seurat_clusters	Sample	.n	.frac
c1	HPV15_KSA_Tumor	334	0.0426891615541922
c1	HPV15_QVD_Tumor	362	0.0462678936605317
c1	HPV34_KSA_metLN	23	0.00293967280163599
c1	HPV34_PD1pos_Tumor	77	0.00984151329243354
c1	HPV34_PD1pos_metLN	190	0.0242842535787321
c1	HPV34_QVD_Tumor	1289	0.164749488752556
c1	HPV34_QVD_metLN	897	0.114647239263804
c1	HPV37_QVD_metLN	376	0.0480572597137014
c1	HPV42_QVD_Tumor	29	0.00370654396728016
c1	HPV51_KSA_Tumor	47	0.00600715746421268
c1	HPV51_PD1pos_Tumor	1011	0.129217791411043
c1	HPV51_PD1pos_metLN	609	0.0778374233128834
c1	HPV51_QVD_Tumor	430	0.054959100204499
c1	HPV51_QVD_metLN	218	0.0278629856850716
c1	HPV7_KSA_Tumor	659	0.0842280163599182
c1	HPV7_KSA_metLN	774	0.0989263803680982
c1	HPV7_PD1pos_Tumor	8	0.00102249488752556
c1	HPV7_PD1pos_metLN	485	0.0619887525562372
c1	HPV7_QVD_metLN	6	0.000766871165644172
c2	HPV15_KSA_Tumor	145	0.0258236865538736
c2	HPV15_QVD_Tumor	156	0.0277827248441674
c2	HPV34_KSA_metLN	29	0.00516473731077471
c2	HPV34_PD1pos_Tumor	51	0.00908281389136242
c2	HPV34_PD1pos_metLN	162	0.0288512911843277
c2	HPV34_QVD_Tumor	933	0.166162065894924
c2	HPV34_QVD_metLN	709	0.12626892252894
c2	HPV37_QVD_metLN	289	0.0514692787177204
c2	HPV42_QVD_Tumor	14	0.002493321460374
c2	HPV51_KSA_Tumor	38	0.00676758682101514
c2	HPV51_PD1pos_Tumor	426	0.0758682101513802
c2	HPV51_PD1pos_metLN	364	0.064826357969724
c2	HPV51_QVD_Tumor	413	0.0735529830810329
c2	HPV51_QVD_metLN	208	0.0370436331255565
c2	HPV7_KSA_Tumor	530	0.0943900267141585
c2	HPV7_KSA_metLN	712	0.12680320569902
c2	HPV7_PD1pos_Tumor	18	0.00320569902048085
c2	HPV7_PD1pos_metLN	401	0.0714158504007124
c2	HPV7_QVD_metLN	17	0.00302760463045414
c3	HPV15_KSA_Tumor	133	0.024011554432208
c3	HPV15_QVD_Tumor	135	0.0243726304387073
c3	HPV34_KSA_metLN	44	0.0079436721429861
c3	HPV34_PD1pos_Tumor	52	0.00938797616898357
c3	HPV34_PD1pos_metLN	120	0.0216645603899621
c3	HPV34_QVD_Tumor	837	0.151110308719986
c3	HPV34_QVD_metLN	710	0.128181982307276
c3	HPV37_QVD_metLN	298	0.0538003249684059
c3	HPV42_QVD_Tumor	24	0.00433291207799242
c3	HPV51_KSA_Tumor	64	0.0115544322079798
c3	HPV51_PD1pos_Tumor	584	0.105434193897815
c3	HPV51_PD1pos_metLN	396	0.0714930492868749
c3	HPV51_QVD_Tumor	332	0.0599386170788951
c3	HPV51_QVD_metLN	167	0.0301498465426972
c3	HPV7_KSA_Tumor	533	0.0962267557320816
c3	HPV7_KSA_metLN	682	0.123126918216285
c3	HPV7_PD1pos_Tumor	53	0.00956851417223326
c3	HPV7_PD1pos_metLN	355	0.0640909911536378
c3	HPV7_QVD_metLN	20	0.00361076006499368
c4	HPV15_KSA_Tumor	70	0.0140224358974359
c4	HPV15_QVD_Tumor	85	0.0170272435897436
c4	HPV34_KSA_metLN	40	0.00801282051282051
c4	HPV34_PD1pos_Tumor	68	0.0136217948717949
c4	HPV34_PD1pos_metLN	130	0.0260416666666667
