seurat_clusters	Sample	.n	.frac
c4	HPV34_QVD_Tumor	733	0.146834935897436
c4	HPV34_QVD_metLN	797	0.159655448717949
c4	HPV37_QVD_metLN	242	0.0484775641025641
c4	HPV42_QVD_Tumor	23	0.00460737179487179
c4	HPV51_KSA_Tumor	53	0.0106169871794872
c4	HPV51_PD1pos_Tumor	629	0.126001602564103
c4	HPV51_PD1pos_metLN	420	0.0841346153846154
c4	HPV51_QVD_Tumor	213	0.0426682692307692
c4	HPV51_QVD_metLN	122	0.0244391025641026
c4	HPV7_KSA_Tumor	399	0.0799278846153846
c4	HPV7_KSA_metLN	407	0.0815304487179487
c4	HPV7_PD1pos_Tumor	132	0.0264423076923077
c4	HPV7_PD1pos_metLN	415	0.0831330128205128
c4	HPV7_QVD_metLN	14	0.00280448717948718
c5	HPV15_KSA_Tumor	113	0.02312730249693
c5	HPV15_QVD_Tumor	125	0.0255832992222677
c5	HPV34_KSA_metLN	28	0.00573065902578797
c5	HPV34_PD1pos_Tumor	57	0.0116659844453541
c5	HPV34_PD1pos_metLN	156	0.0319279574293901
c5	HPV34_QVD_Tumor	986	0.201801064265248
c5	HPV34_QVD_metLN	661	0.135284486287352
c5	HPV37_QVD_metLN	277	0.0566925910765452
c5	HPV42_QVD_Tumor	23	0.00470732705689726
c5	HPV51_KSA_Tumor	20	0.00409332787556283
c5	HPV51_PD1pos_Tumor	337	0.0689725747032337
c5	HPV51_PD1pos_metLN	338	0.0691772410970119
c5	HPV51_QVD_Tumor	322	0.0659025787965616
c5	HPV51_QVD_metLN	164	0.0335652885796152
c5	HPV7_KSA_Tumor	402	0.0822758902988129
c5	HPV7_KSA_metLN	563	0.115227179697094
c5	HPV7_PD1pos_Tumor	8	0.00163733115022513
c5	HPV7_PD1pos_metLN	303	0.0620139173147769
c5	HPV7_QVD_metLN	3	0.000613999181334425
c6	HPV15_KSA_Tumor	101	0.0221831759279596
c6	HPV15_QVD_Tumor	95	0.0208653634965957
c6	HPV34_KSA_metLN	54	0.0118603118822754
c6	HPV34_PD1pos_Tumor	84	0.0184493740390951
c6	HPV34_PD1pos_metLN	182	0.0399736437513727
c6	HPV34_QVD_Tumor	737	0.161871293652537
c6	HPV34_QVD_metLN	723	0.158796397979354
c6	HPV37_QVD_metLN	271	0.0595211948166044
c6	HPV42_QVD_Tumor	14	0.00307489567318252
c6	HPV51_KSA_Tumor	56	0.0122995826927301
c6	HPV51_PD1pos_Tumor	274	0.0601801010322864
c6	HPV51_PD1pos_metLN	233	0.0511750494179662
c6	HPV51_QVD_Tumor	324	0.0711618712936525
c6	HPV51_QVD_metLN	166	0.0364594772677356
c6	HPV7_KSA_Tumor	464	0.101910828025478
c6	HPV7_KSA_metLN	448	0.0983966615418405
c6	HPV7_PD1pos_Tumor	38	0.00834614539863826
c6	HPV7_PD1pos_metLN	276	0.060619371842741
c6	HPV7_QVD_metLN	13	0.00285526026795519
c7	HPV15_KSA_Tumor	139	0.0319026853339454
c7	HPV15_QVD_Tumor	174	0.0399357355978885
c7	HPV34_KSA_metLN	26	0.00596740876750057
c7	HPV34_PD1pos_Tumor	69	0.0158365848060592
c7	HPV34_PD1pos_metLN	157	0.0360339683268304
c7	HPV34_QVD_Tumor	871	0.199908193711269
c7	HPV34_QVD_metLN	554	0.127151709892128
c7	HPV37_QVD_metLN	199	0.0456736286435621
c7	HPV42_QVD_Tumor	27	0.00619692448932752
c7	HPV51_KSA_Tumor	34	0.00780353454211613
c7	HPV51_PD1pos_Tumor	352	0.0807895340830847
c7	HPV51_PD1pos_metLN	231	0.0530181317420243
c7	HPV51_QVD_Tumor	251	0.0576084461785632
c7	HPV51_QVD_metLN	138	0.0316731696121184
c7	HPV7_KSA_Tumor	332	0.0761992196465458
c7	HPV7_KSA_metLN	567	0.130135414275878
c7	HPV7_PD1pos_Tumor	10	0.00229515721826945
c7	HPV7_PD1pos_metLN	223	0.0511820059674088
c7	HPV7_QVD_metLN	3	0.000688547165480835
c8	HPV15_KSA_Tumor	123	0.0283737024221453
c8	HPV15_QVD_Tumor	110	0.0253748558246828
c8	HPV34_KSA_metLN	23	0.00530565167243368
c8	HPV34_PD1pos_Tumor	53	0.0122260668973472
c8	HPV34_PD1pos_metLN	112	0.025836216839677
c8	HPV34_QVD_Tumor	708	0.163321799307958
c8	HPV34_QVD_metLN	571	0.131718569780854
c8	HPV37_QVD_metLN	256	0.0590542099192618
c8	HPV42_QVD_Tumor	32	0.00738177623990773
c8	HPV51_KSA_Tumor	46	0.0106113033448674
c8	HPV51_PD1pos_Tumor	625	0.144175317185698
c8	HPV51_PD1pos_metLN	367	0.0846597462514418
c8	HPV51_QVD_Tumor	202	0.0465974625144175
c8	HPV51_QVD_metLN	94	0.021683967704729
c8	HPV7_KSA_Tumor	304	0.0701268742791234
c8	HPV7_KSA_metLN	443	0.102191464821223
c8	HPV7_PD1pos_Tumor	28	0.00645905420991926
c8	HPV7_PD1pos_metLN	233	0.0537485582468281
c8	HPV7_QVD_metLN	5	0.00115340253748558
c9	HPV15_KSA_Tumor	94	0.0219523587108828
c9	HPV15_QVD_Tumor	105	0.024521251751518
c9	HPV34_KSA_metLN	31	0.00723960765997198
c9	HPV34_PD1pos_Tumor	60	0.0140121438580103
c9	HPV34_PD1pos_metLN	143	0.0333956095282578
c9	HPV34_QVD_Tumor	701	0.163708547407753
c9	HPV34_QVD_metLN	546	0.127510509107894
c9	HPV37_QVD_metLN	223	0.0520784680056049
c9	HPV42_QVD_Tumor	9	0.00210182157870154
c9	HPV51_KSA_Tumor	32	0.00747314339093881
c9	HPV51_PD1pos_Tumor	290	0.067725361980383
c9	HPV51_PD1pos_metLN	230	0.0537132181223727
c9	HPV51_QVD_Tumor	347	0.0810368986454928
c9	HPV51_QVD_metLN	157	0.0366651097617936
c9	HPV7_KSA_Tumor	479	0.111863615133115
c9	HPV7_KSA_metLN	510	0.119103222793087
c9	HPV7_PD1pos_Tumor	2	0.000467071461933676
c9	HPV7_PD1pos_metLN	309	0.0721625408687529
c9	HPV7_QVD_metLN	14	0.00326950023353573
c10	HPV15_KSA_Tumor	124	0.0347728547392036
c10	HPV15_QVD_Tumor	134	0.0375771172181716
c10	HPV34_KSA_metLN	23	0.00644980370162647
c10	HPV34_PD1pos_Tumor	51	0.014301738642737
c10	HPV34_PD1pos_metLN	110	0.0308468872686483
c10	HPV34_QVD_Tumor	669	0.187605159842961
c10	HPV34_QVD_metLN	416	0.11665731912507
c10	HPV37_QVD_metLN	159	0.0445877734155917
c10	HPV42_QVD_Tumor	25	0.00701065619742008
c10	HPV51_KSA_Tumor	28	0.00785193494111049
c10	HPV51_PD1pos_Tumor	444	0.124509254066181
c10	HPV51_PD1pos_metLN	317	0.0888951205832866
c10	HPV51_QVD_Tumor	203	0.056926528323051
c10	HPV51_QVD_metLN	70	0.0196298373527762
c10	HPV7_KSA_Tumor	268	0.0751542344363432
c10	HPV7_KSA_metLN	310	0.086932136848009
c10	HPV7_PD1pos_Tumor	4	0.00112170499158721
c10	HPV7_PD1pos_metLN	196	0.0549635445877734
c10	HPV7_QVD_metLN	15	0.00420639371845205
c11	HPV15_KSA_Tumor	19	0.0116923076923077
c11	HPV15_QVD_Tumor	23	0.0141538461538462
c11	HPV34_KSA_metLN	10	0.00615384615384615
c11	HPV34_PD1pos_Tumor	26	0.016
c11	HPV34_PD1pos_metLN	54	0.0332307692307692
c11	HPV34_QVD_Tumor	502	0.308923076923077
c11	HPV34_QVD_metLN	304	0.187076923076923
c11	HPV37_QVD_metLN	64	0.0393846153846154
c11	HPV42_QVD_Tumor	6	0.00369230769230769
c11	HPV51_KSA_Tumor	15	0.00923076923076923
c11	HPV51_PD1pos_Tumor	165	0.101538461538462
c11	HPV51_PD1pos_metLN	82	0.0504615384615385
c11	HPV51_QVD_Tumor	58	0.0356923076923077
c11	HPV51_QVD_metLN	31	0.0190769230769231
c11	HPV7_KSA_Tumor	74	0.0455384615384615
c11	HPV7_KSA_metLN	84	0.0516923076923077
c11	HPV7_PD1pos_Tumor	38	0.0233846153846154
c11	HPV7_PD1pos_metLN	55	0.0338461538461538
c11	HPV7_QVD_metLN	15	0.00923076923076923
c12	HPV15_KSA_Tumor	49	0.0361356932153392
c12	HPV15_QVD_Tumor	94	0.0693215339233038
c12	HPV34_KSA_metLN	7	0.0051622418879056
c12	HPV34_PD1pos_Tumor	18	0.0132743362831858
c12	HPV34_PD1pos_metLN	46	0.0339233038348083
c12	HPV34_QVD_Tumor	261	0.192477876106195
c12	HPV34_QVD_metLN	126	0.0929203539823009
c12	HPV37_QVD_metLN	31	0.0228613569321534
c12	HPV42_QVD_Tumor	3	0.00221238938053097
c12	HPV51_KSA_Tumor	8	0.00589970501474926
c12	HPV51_PD1pos_Tumor	99	0.0730088495575221
c12	HPV51_PD1pos_metLN	63	0.0464601769911504
c12	HPV51_QVD_Tumor	102	0.0752212389380531
c12	HPV51_QVD_metLN	37	0.0272861356932153
c12	HPV7_KSA_Tumor	89	0.0656342182890855
c12	HPV7_KSA_metLN	220	0.162241887905605
c12	HPV7_PD1pos_metLN	93	0.0685840707964602
c12	HPV7_QVD_metLN	10	0.00737463126843658
